Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,,,2021-01-25 18:30:20,2021-01-25 18:30:21,1.099s,ERROR
,,,,,,
Test Cases/Test 1,,,2021-01-25 18:30:20,2021-01-25 18:30:21,0.592s,ERROR
